word,count,url
专(155/9138),173/16433,http://www.jidajia.com/kaishu/35837.html
且(156/9137),363/16796,http://www.jidajia.com/kaishu/36248.html
丕(157/9136),61/16857,http://www.jidajia.com/kaishu/37652.html
世(158/9135),1576/18433,http://www.jidajia.com/kaishu/37756.html
丘(159/9134),277/18710,http://www.jidajia.com/kaishu/41348.html
丙(160/9133),127/18837,http://www.jidajia.com/kaishu/41975.html
业(161/9132),450/19287,http://www.jidajia.com/kaishu/42520.html
丛(162/9131),35/19322,http://www.jidajia.com/kaishu/43465.html
东(163/9130),889/20211,http://www.jidajia.com/kaishu/43677.html
丝(164/9129),101/20312,http://www.jidajia.com/kaishu/46402.html
丞(165/9128),192/20504,http://www.jidajia.com/kaishu/46906.html
丟(166/9127),3/20507,http://www.jidajia.com/kaishu/47406.html
丢(167/9126),3/20510,http://www.jidajia.com/kaishu/47409.html
两(168/9125),320/20830,http://www.jidajia.com/kaishu/47413.html
严(169/9124),234/21064,http://www.jidajia.com/kaishu/48626.html
並(170/9123),606/21670,http://www.jidajia.com/kaishu/49428.html
丧(171/9122),128/21798,http://www.jidajia.com/kaishu/51300.html
个(172/9121),15/21813,http://www.jidajia.com/kaishu/51727.html
丫(173/9120),1/21814,http://www.jidajia.com/kaishu/51886.html
丰(174/9119),88/21902,http://www.jidajia.com/kaishu/53258.html
丱(175/9118),2/21904,http://www.jidajia.com/kaishu/53735.html
串(176/9117),1/21905,http://www.jidajia.com/kaishu/53737.html
临(177/9116),512/22417,http://www.jidajia.com/kaishu/53757.html
丸(178/9115),51/22468,http://www.jidajia.com/kaishu/55833.html
丹(179/9114),444/22912,http://www.jidajia.com/kaishu/56024.html
主(180/9113),488/23400,http://www.jidajia.com/kaishu/57655.html
举(181/9112),318/23718,http://www.jidajia.com/kaishu/58839.html
丽(182/9111),124/23842,http://www.jidajia.com/kaishu/59816.html
义(183/9110),660/24502,http://www.jidajia.com/kaishu/60656.html
乂(184/9109),44/24546,http://www.jidajia.com/kaishu/63577.html
乃(185/9108),1126/25672,http://www.jidajia.com/kaishu/63684.html
久(186/9107),351/26023,http://www.jidajia.com/kaishu/66677.html
么(187/9106),10/26033,http://www.jidajia.com/kaishu/68094.html
乌(188/9105),82/26115,http://www.jidajia.com/kaishu/68190.html
乍(189/9104),97/26212,http://www.jidajia.com/kaishu/68544.html
乎(190/9103),778/26990,http://www.jidajia.com/kaishu/68825.html
乏(191/9102),38/27028,http://www.jidajia.com/kaishu/70969.html
乐(192/9101),623/27651,http://www.jidajia.com/kaishu/71268.html
乒(193/9100),1/27652,http://www.jidajia.com/kaishu/73180.html
乓(194/9099),1/27653,http://www.jidajia.com/kaishu/73182.html
乔(195/9098),32/27685,http://www.jidajia.com/kaishu/73184.html
乖(196/9097),45/27730,http://www.jidajia.com/kaishu/73384.html
乘(197/9096),349/28079,http://www.jidajia.com/kaishu/73708.html
乙(198/9095),145/28224,http://www.jidajia.com/kaishu/74397.html
九(199/9094),1048/29272,http://www.jidajia.com/kaishu/74890.html
乞(200/9093),94/29366,http://www.jidajia.com/kaishu/77423.html
习(201/9092),180/29546,http://www.jidajia.com/kaishu/80495.html
乡(202/9091),201/29747,http://www.jidajia.com/kaishu/81035.html
甑(203/9090),1/29748,http://www.jidajia.com/kaishu/81884.html
甓(204/9089),3/29751,http://www.jidajia.com/kaishu/81906.html
甕(205/9088),7/29758,http://www.jidajia.com/kaishu/81932.html
甘(206/9087),143/29901,http://www.jidajia.com/kaishu/82045.html
甚(207/9086),306/30207,http://www.jidajia.com/kaishu/82510.html
甜(208/9085),9/30216,http://www.jidajia.com/kaishu/84625.html
生(209/9084),2206/32422,http://www.jidajia.com/kaishu/84650.html
產(210/9083),59/32481,http://www.jidajia.com/kaishu/89909.html
産(211/9082),59/32540,http://www.jidajia.com/kaishu/90154.html
甤(212/9081),1/32541,http://www.jidajia.com/kaishu/90399.html
甥(213/9080),12/32553,http://www.jidajia.com/kaishu/90400.html
用(214/9079),606/33159,http://www.jidajia.com/kaishu/90484.html
甩(215/9078),87/33246,http://www.jidajia.com/kaishu/92133.html
甫(216/9077),162/33408,http://www.jidajia.com/kaishu/92220.html
田(217/9076),318/33726,http://www.jidajia.com/kaishu/92679.html
由(218/9075),245/33971,http://www.jidajia.com/kaishu/93522.html
甲(219/9074),357/34328,http://www.jidajia.com/kaishu/94396.html
申(220/9073),276/34604,http://www.jidajia.com/kaishu/95257.html
电(221/9072),57/34661,http://www.jidajia.com/kaishu/96010.html
男(222/9071),231/34892,http://www.jidajia.com/kaishu/96241.html
甸(223/9070),11/34903,http://www.jidajia.com/kaishu/96704.html
町(224/9069),3/34906,http://www.jidajia.com/kaishu/96757.html
画(225/9068),259/35165,http://www.jidajia.com/kaishu/96781.html
甿(226/9067),1/35166,http://www.jidajia.com/kaishu/98299.html
畀(227/9066),10/35176,http://www.jidajia.com/kaishu/98303.html
畅(228/9065),67/35243,http://www.jidajia.com/kaishu/98349.html
畊(229/9064),7/35250,http://www.jidajia.com/kaishu/98822.html
畋(230/9063),5/35255,http://www.jidajia.com/kaishu/98831.html
界(231/9062),159/35414,http://www.jidajia.com/kaishu/98863.html
畎(232/9061),9/35423,http://www.jidajia.com/kaishu/99242.html
畏(233/9060),102/35525,http://www.jidajia.com/kaishu/99271.html
畔(234/9059),28/35553,http://www.jidajia.com/kaishu/99633.html
留(235/9058),235/35788,http://www.jidajia.com/kaishu/99786.html
畚(236/9057),6/35794,http://www.jidajia.com/kaishu/100816.html
畛(237/9056),3/35797,http://www.jidajia.com/kaishu/100831.html
畜(238/9055),31/35828,http://www.jidajia.com/kaishu/100846.html
畝(239/9054),52/35880,http://www.jidajia.com/kaishu/100933.html
畣(240/9053),2/35882,http://www.jidajia.com/kaishu/101799.html
畤(241/9052),3/35885,http://www.jidajia.com/kaishu/101801.html
略(242/9051),141/36026,http://www.jidajia.com/kaishu/101816.html
畦(243/9050),16/36042,http://www.jidajia.com/kaishu/102330.html
番(244/9049),16/36058,http://www.jidajia.com/kaishu/102403.html
畫(245/9048),259/36317,http://www.jidajia.com/kaishu/102536.html
畬(246/9047),1/36318,http://www.jidajia.com/kaishu/104030.html
畯(247/9046),2/36320,http://www.jidajia.com/kaishu/104040.html
異(248/9045),438/36758,http://www.jidajia.com/kaishu/104068.html
畲(249/9044),3/36761,http://www.jidajia.com/kaishu/105585.html
畴(250/9043),57/36818,http://www.jidajia.com/kaishu/105591.html
當(251/9042),1094/37912,http://www.jidajia.com/kaishu/105793.html
畷(252/9041),1/37913,http://www.jidajia.com/kaishu/110256.html
畸(253/9040),1/37914,http://www.jidajia.com/kaishu/110261.html
畹(254/9039),7/37921,http://www.jidajia.com/kaishu/110272.html
畿(255/9038),16/37937,http://www.jidajia.com/kaishu/110310.html
疃(256/9037),1/37938,http://www.jidajia.com/kaishu/110402.html
疆(257/9036),35/37973,http://www.jidajia.com/kaishu/110419.html
疇(258/9035),57/38030,http://www.jidajia.com/kaishu/110580.html
疊(259/9034),30/38060,http://www.jidajia.com/kaishu/110782.html
疏(260/9033),216/38276,http://www.jidajia.com/kaishu/110944.html
疑(261/9032),264/38540,http://www.jidajia.com/kaishu/112018.html
疕(262/9031),1/38541,http://www.jidajia.com/kaishu/112859.html
疗(263/9030),5/38546,http://www.jidajia.com/kaishu/112881.html
疙(264/9029),2/38548,http://www.jidajia.com/kaishu/112953.html
疚(265/9028),7/38555,http://www.jidajia.com/kaishu/112955.html
疝(266/9027),2/38557,http://www.jidajia.com/kaishu/112999.html
疟(267/9026),5/38562,http://www.jidajia.com/kaishu/113018.html
疠(268/9025),5/38567,http://www.jidajia.com/kaishu/113073.html
疢(269/9024),2/38569,http://www.jidajia.com/kaishu/113134.html
疣(270/9023),2/38571,http://www.jidajia.com/kaishu/113162.html
疤(271/9022),1/38572,http://www.jidajia.com/kaishu/113174.html
疥(272/9021),1/38573,http://www.jidajia.com/kaishu/113175.html
疦(273/9020),1/38574,http://www.jidajia.com/kaishu/113191.html
疫(274/9019),2/38576,http://www.jidajia.com/kaishu/113206.html
疭(275/9018),1/38577,http://www.jidajia.com/kaishu/113229.html
疮(276/9017),19/38596,http://www.jidajia.com/kaishu/113240.html
疯(277/9016),2/38598,http://www.jidajia.com/kaishu/113282.html
疲(278/9015),52/38650,http://www.jidajia.com/kaishu/113294.html
疴(279/9014),4/38654,http://www.jidajia.com/kaishu/113530.html
疵(280/9013),6/38660,http://www.jidajia.com/kaishu/113554.html
疹(281/9012),3/38663,http://www.jidajia.com/kaishu/113607.html
疻(282/9011),1/38664,http://www.jidajia.com/kaishu/113627.html
疼(283/9010),1/38665,http://www.jidajia.com/kaishu/113635.html
疽(284/9009),1/38666,http://www.jidajia.com/kaishu/113643.html
疾(285/9008),190/38856,http://www.jidajia.com/kaishu/113662.html
痂(286/9007),1/38857,http://www.jidajia.com/kaishu/114900.html
病(287/9006),130/38987,http://www.jidajia.com/kaishu/114920.html
症(288/9005),2/38989,http://www.jidajia.com/kaishu/115752.html
痈(289/9004),1/38990,http://www.jidajia.com/kaishu/115760.html
痊(290/9003),4/38994,http://www.jidajia.com/kaishu/115817.html
痌(291/9002),2/38996,http://www.jidajia.com/kaishu/115852.html
痍(292/9001),2/38998,http://www.jidajia.com/kaishu/115854.html
痏(293/9000),1/38999,http://www.jidajia.com/kaishu/115882.html
痒(294/8999),2/39001,http://www.jidajia.com/kaishu/115900.html
痔(295/8998),1/39002,http://www.jidajia.com/kaishu/115929.html
痕(296/8997),11/39013,http://www.jidajia.com/kaishu/115949.html
痘(297/8996),1/39014,http://www.jidajia.com/kaishu/116081.html
痛(298/8995),114/39128,http://www.jidajia.com/kaishu/116089.html
痡(299/8994),2/39130,http://www.jidajia.com/kaishu/116911.html
痢(300/8993),1/39131,http://www.jidajia.com/kaishu/116919.html
痪(301/8992),2/39133,http://www.jidajia.com/kaishu/116972.html
痰(302/8991),10/39143,http://www.jidajia.com/kaishu/116991.html
痴(303/8990),23/39166,http://www.jidajia.com/kaishu/117018.html
痹(304/8989),1/39167,http://www.jidajia.com/kaishu/117131.html
痼(305/8988),29/39196,http://www.jidajia.com/kaishu/117174.html
痾(306/8987),47/39243,http://www.jidajia.com/kaishu/117235.html
痿(307/8986),1/39244,http://www.jidajia.com/kaishu/117259.html
瘁(308/8985),1/39245,http://www.jidajia.com/kaishu/117295.html
瘄(309/8984),1/39246,http://www.jidajia.com/kaishu/117322.html
瘅(310/8983),1/39247,http://www.jidajia.com/kaishu/117326.html
瘋(311/8982),2/39249,http://www.jidajia.com/kaishu/117350.html
瘐(312/8981),3/39252,http://www.jidajia.com/kaishu/117386.html
瘓(313/8980),2/39254,http://www.jidajia.com/kaishu/117391.html
瘕(314/8979),1/39255,http://www.jidajia.com/kaishu/117395.html
瘗(315/8978),11/39266,http://www.jidajia.com/kaishu/117408.html
瘘(316/8977),1/39267,http://www.jidajia.com/kaishu/117446.html
瘚(317/8976),1/39268,http://www.jidajia.com/kaishu/117465.html
瘛(318/8975),1/39269,http://www.jidajia.com/kaishu/117477.html
瘝(319/8974),1/39270,http://www.jidajia.com/kaishu/117497.html
瘞(320/8973),11/39281,http://www.jidajia.com/kaishu/117499.html
瘟(321/8972),1/39282,http://www.jidajia.com/kaishu/117537.html
瘡(322/8971),19/39301,http://www.jidajia.com/kaishu/117594.html
瘤(323/8970),1/39302,http://www.jidajia.com/kaishu/117659.html
瘥(324/8969),2/39304,http://www.jidajia.com/kaishu/117672.html
瘦(325/8968),28/39332,http://www.jidajia.com/kaishu/117687.html
瘧(326/8967),5/39337,http://www.jidajia.com/kaishu/117906.html
瘩(327/8966),1/39338,http://www.jidajia.com/kaishu/117967.html
瘪(328/8965),2/39340,http://www.jidajia.com/kaishu/117968.html
瘫(329/8964),2/39342,http://www.jidajia.com/kaishu/117970.html
瘴(330/8963),5/39347,http://www.jidajia.com/kaishu/118019.html
瘵(331/8962),4/39351,http://www.jidajia.com/kaishu/118038.html
瘸(332/8961),1/39352,http://www.jidajia.com/kaishu/118059.html
瘺(333/8960),1/39353,http://www.jidajia.com/kaishu/118060.html
瘻(334/8959),1/39354,http://www.jidajia.com/kaishu/118079.html
瘼(335/8958),1/39355,http://www.jidajia.com/kaishu/118098.html
瘿(336/8957),2/39357,http://www.jidajia.com/kaishu/118117.html
療(337/8956),5/39362,http://www.jidajia.com/kaishu/118158.html
癃(338/8955),2/39364,http://www.jidajia.com/kaishu/118230.html
癉(339/8954),1/39365,http://www.jidajia.com/kaishu/118285.html
癌(340/8953),1/39366,http://www.jidajia.com/kaishu/118304.html
癕(341/8952),1/39367,http://www.jidajia.com/kaishu/118310.html
癖(342/8951),78/39445,http://www.jidajia.com/kaishu/118311.html
癘(343/8950),5/39450,http://www.jidajia.com/kaishu/118350.html
癞(344/8949),2/39452,http://www.jidajia.com/kaishu/118393.html
癟(345/8948),2/39454,http://www.jidajia.com/kaishu/118396.html
癡(346/8947),23/39477,http://www.jidajia.com/kaishu/118398.html
癢(347/8946),2/39479,http://www.jidajia.com/kaishu/118505.html
癣(348/8945),5/39484,http://www.jidajia.com/kaishu/118534.html
癥(349/8944),2/39486,http://www.jidajia.com/kaishu/118560.html
癩(350/8943),2/39488,http://www.jidajia.com/kaishu/118571.html
癬(351/8942),5/39493,http://www.jidajia.com/kaishu/118577.html
癭(352/8941),2/39495,http://www.jidajia.com/kaishu/118590.html
癰(353/8940),1/39496,http://www.jidajia.com/kaishu/118646.html
癱(354/8939),2/39498,http://www.jidajia.com/kaishu/118696.html
癸(355/8938),139/39637,http://www.jidajia.com/kaishu/118708.html
登(356/8937),283/39920,http://www.jidajia.com/kaishu/119189.html
發(357/8936),580/40500,http://www.jidajia.com/kaishu/120156.html
白(358/8935),611/41111,http://www.jidajia.com/kaishu/122306.html
百(359/8934),818/41929,http://www.jidajia.com/kaishu/125180.html
的(360/8933),103/42032,http://www.jidajia.com/kaishu/127571.html
皀(361/8932),1/42033,http://www.jidajia.com/kaishu/127823.html
皂(362/8931),6/42039,http://www.jidajia.com/kaishu/127840.html
皆(363/8930),765/42804,http://www.jidajia.com/kaishu/127875.html
皇(364/8929),630/43434,http://www.jidajia.com/kaishu/130122.html
皈(365/8928),4/43438,http://www.jidajia.com/kaishu/131541.html
皋(366/8927),61/43499,http://www.jidajia.com/kaishu/131550.html
皎(367/8926),40/43539,http://www.jidajia.com/kaishu/131846.html
皐(368/8925),1/43540,http://www.jidajia.com/kaishu/131985.html
皓(369/8924),176/43716,http://www.jidajia.com/kaishu/131999.html
皖(370/8923),2/43718,http://www.jidajia.com/kaishu/132158.html
皙(371/8922),1/43719,http://www.jidajia.com/kaishu/132186.html
皤(372/8921),7/43726,http://www.jidajia.com/kaishu/132223.html
皦(373/8920),5/43731,http://www.jidajia.com/kaishu/132250.html
皮(374/8919),13/43744,http://www.jidajia.com/kaishu/132285.html
皱(375/8918),2/43746,http://www.jidajia.com/kaishu/132448.html
皴(376/8917),3/43749,http://www.jidajia.com/kaishu/132472.html
皺(377/8916),2/43751,http://www.jidajia.com/kaishu/132499.html
皿(378/8915),1/43752,http://www.jidajia.com/kaishu/132525.html
盂(379/8914),5/43757,http://www.jidajia.com/kaishu/132550.html
盅(380/8913),2/43759,http://www.jidajia.com/kaishu/132619.html
盆(381/8912),11/43770,http://www.jidajia.com/kaishu/132631.html
盈(382/8911),130/43900,http://www.jidajia.com/kaishu/132722.html
益(383/8910),305/44205,http://www.jidajia.com/kaishu/133192.html
盍(384/8909),8/44213,http://www.jidajia.com/kaishu/134306.html
盎(385/8908),79/44292,http://www.jidajia.com/kaishu/134337.html
盏(386/8907),7/44299,http://www.jidajia.com/kaishu/134387.html
盐(387/8906),26/44325,http://www.jidajia.com/kaishu/134458.html
监(388/8905),193/44518,http://www.jidajia.com/kaishu/134630.html
盒(389/8904),1/44519,http://www.jidajia.com/kaishu/135071.html
盔(390/8903),1/44520,http://www.jidajia.com/kaishu/135076.html
盖(391/8902),537/45057,http://www.jidajia.com/kaishu/135077.html
盗(392/8901),208/45265,http://www.jidajia.com/kaishu/136459.html
盘(393/8900),149/45414,http://www.jidajia.com/kaishu/136869.html
盛(394/8899),371/45785,http://www.jidajia.com/kaishu/137412.html
盜(395/8898),208/45993,http://www.jidajia.com/kaishu/138418.html
盞(396/8897),7/46000,http://www.jidajia.com/kaishu/138831.html
盟(397/8896),40/46040,http://www.jidajia.com/kaishu/138902.html
盡(398/8895),447/46487,http://www.jidajia.com/kaishu/139113.html
監(399/8894),193/46680,http://www.jidajia.com/kaishu/140977.html
盤(400/8893),149/46829,http://www.jidajia.com/kaishu/141418.html
盥(401/8892),8/46837,http://www.jidajia.com/kaishu/141961.html
盦(402/8891),7/46844,http://www.jidajia.com/kaishu/142014.html
盧(403/8890),52/46896,http://www.jidajia.com/kaishu/142066.html
盩(404/8889),2/46898,http://www.jidajia.com/kaishu/142292.html
盪(405/8888),111/47009,http://www.jidajia.com/kaishu/142313.html
盫(406/8887),1/47010,http://www.jidajia.com/kaishu/142718.html
盬(407/8886),6/47016,http://www.jidajia.com/kaishu/142720.html
盭(408/8885),1/47017,http://www.jidajia.com/kaishu/142731.html
目(409/8884),311/47328,http://www.jidajia.com/kaishu/142738.html
盯(410/8883),2/47330,http://www.jidajia.com/kaishu/143910.html
盱(411/8882),92/47422,http://www.jidajia.com/kaishu/143917.html
盲(412/8881),22/47444,http://www.jidajia.com/kaishu/143983.html
直(413/8880),730/48174,http://www.jidajia.com/kaishu/144049.html
